0x52Eb867427C6d5D66Ee09c01f3F09B0E63239f05,4500000000000
0x,10392857142775
0x,10392857142775
0xD51e3661bCa0de39A81A12168C9384f466C463f8,10392857142775
0x5f20C56d93859BA9A113dE175B703A9642a8fa54,10392857142775
0x786Ec823d04eDF0DC8587439cd3E0462716fBF41,4780714286100
0x8aC7995Cd320Ebf5708B5bBf1F8F20a0B35C884d,4780714286100
0x72809485437898844b355a605BeAbbf41783B37c,5612142857250
0xfA13D0AAd53B2CC573535699f745182E6F120780,5612142857250
0x9137DdA8cdce23084f8470cE79995d288CBf293e,10392857142775
0x8363cC2d278aaD33a0AF3481bD138fb4CD40b297,10392857142775
0xd0dDfD1d1DAcBb6304bf4bbd8D688E309a7B204f,10392857142775
0x2f5fA360ad18ab0af6e2Ed6E3069a1A98D4563bd,10392857142775
0x9451a2bCaDc642fa06586443f96D227c58e3C5FA,10392857142775
0x8f997c7cD9A15BF01402EDBaf3b76029E5cf4396,10392857142775
0x3681686158A5714697997048E1DF2cEBA5Ee622d,10392857142775
0x74fA97cBD29BB409CC632E2A931698C5F1F2ff17,10392857142775
